patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
Process for forming functional zinc oxide films using alkyl zinc compound and oxygen-containing gas,5002796,utility,1991-03-26,"A functional zinc oxide deposited thin film having high light permeability and low resistivity can be obtained at a low temperature of about 200.degree. C. on an inexpensive substrate such as glass by a method of activating a starting material gas by means of activation energy, in a space different from a film-forming space thereby forming a precursor contributing to the formation of a deposited film, activating a starting material gas in a space different from the film-forming space and the space just-mentioned above by means of activation energy thereby forming an active species that chemically reacts with the precursor, and introducing the precursor and the active species into the film-forming space, thereby depositing a film, wherein the starting material gas for forming the precursor is an alkyl zinc compound and the starting material for forming the active species is an oxygen gas or an ozone gas. This enables mass production of photovoltaic devices at high efficiency using a PN junction or PIN junction or high performance flat display device using liquid crystals, by which practical provision of power sources for domestic equipments or power sources for electric power appliance or large area display device can be obtained at a reduced cost.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4456304-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module panel,5409549,utility,1995-04-25,"An object of the present invention is to provide a solar cell module panel which is mounted on a roof of a building and united with roof rafters at low cost, whose installation and maintenance can be easily done, and which has long term reliability, especially with respect to protection of the solar cell modules. The solar cell modules of the solar cell module panel are mounted and fixed on the roof rafters, wherein at least one side edge portion of each solar cell module is held and fixed between the roof rafter and a solar cell module fastener member fixed to the roof rafter.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.685,139.751,Tokyo,JP,3977619-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and installation method thereof,5480494,utility,1996-01-02,"A solar cell module and an installation method thereof are disclosed. The solar cell module comprises an active solar cell element and a filler holding element disposed on said active solar cell element, said active solar cell element and said filler holding element being encapsulated with a filler between a transparent film and a reinforcing member, the-solar cell module being characterized in that the reinforcing member, the filler, and the transparent film are bent in the direction opposite to the surface to be illuminated with the sunlight, wherein there is no filler holding element at least in the bent portion. The solar cell module arrangement in the above-described manner can be installed without degradation in conversion efficiency of the solar cell module. Furthermore, the total weight and total size including installation materials are very small.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,4584548-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Photovoltaic device,5500055,utility,1996-03-19,A photovoltaic device comprises a metal with a smooth surface; a transparent conductive layer formed on the smooth surface; and a photoelectric conversion layer formed on the transparent conductive layer. The transparent conductive layer has an irregular surface at a side opposite to the smooth surface.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4395243-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Method of making solar cell module and installation method thereof,5583057,utility,1996-12-10,"A solar cell module and an installation method thereof are disclosed. The solar cell module comprises an active solar cell element and a filler holding element disposed on said active solar cell element, said active solar cell element and said filler holding element being encapsulated with a filler between a transparent film and a reinforcing member, the solar cell module being characterized in that the reinforcing member, the filler, and the transparent film are bent in the direction opposite to the surface to be illuminated with the sunlight, wherein there is no filler holding element at least in the bent portion. The solar cell module arrangement in the above-described manner can be installed without degradation in conversion efficiency of the solar cell module. Furthermore, the total weight and total size including installation materials are very small.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,4584548-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar battery module and passive solar system using same,5589006,utility,1996-12-31,"A solar cell module in which the reduction in conversion efficiency is small, and a passive solar heating system using the solar cell module. The solar cell module has a solar cell covered with a filler. A back reinforcement member, the filler and a back insulating member larger than the solar cell are superposed on the non-light-receiving side of the solar cell. The back insulating member has openings corresponding to pierced portions of the solar cell module at which the solar cell module is affixed to a roof. A greater amount of clean energy is obtained with the system. The solar cell is used without any additional base to limit the reduction in the conversion efficiency of the solar cell.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5389159-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Method for producing photovoltaic device,5589403,utility,1996-12-31,A photovoltaic device comprises a metal with a smooth surface; a transparent conductive layer formed on the smooth surface; and a photoelectric conversion layer formed on the transparent conductive layer. The transparent conductive layer has an irregular surface at a side opposite to the smooth surface.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4395243-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and manufacturing method thereof,5651837,utility,1997-07-29,"A solar cell module is provided which is excellent in foldability and durability. The filler thickness in the downwardly facing parts, engagement parts, and upwardly facing folded parts of the solar cell module are made thinner than the filler that is placed at the other non-folded parts.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.685,139.751,Tokyo,JP,4772968-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and installation method thereof,5697192,utility,1997-12-16,"A solar cell module and an installation method thereof are disclosed. The solar cell module comprises an active solar cell element and a filler holding element disposed on said active solar cell element, said active solar cell element and said filler holding element being encapsulated with a filler between a transparent film and a reinforcing member, the solar cell module being characterized in that the reinforcing member, the filler, and the transparent film are bent in the direction opposite to the surface to be illuminated with the sunlight, wherein there is no filler holding element at least in the bent portion. The solar cell module arrangement in the above-described manner can be installed without degradation in conversion efficiency of the solar cell module. Furthermore, the total weight and total size including installation materials are very small.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,4584548-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Photovoltaic cell and method of making the same,5759291,utility,1998-06-02,"A photovoltaic device comprising a semiconductor layer, a current collecting electrode on said semiconductor layer, and a bus bar electrically connected to the current collecting electrode. The current collecting electrode comprises a metal wire. A part of the current collecting electrode is positioned between the bus bar and the semiconductor layer.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.685,139.751,Tokyo,JP,5681402-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module provided with means for forming a display pattern,5782994,utility,1998-07-21,"A solar cell module comprising at least one solar cell element and at least a front surface covering material disposed to cover the light receiving face of said at least one solar cell element, said surface side covering material comprising a light transmissive resin and a light transmissive surface protective film situated on the outermost surface in contact with said light transmissive resin, characterized in that said front surface side covering material includes means for forming a desired display pattern on the light receiving face of said at least one solar cell element, said means comprising (a) a patterned surface region forming said desired display pattern and (b) another patterned surface region having a surface pattern which is different from that of said patterned surface region (a), and said patterned surface region (a) and said patterned surface region (b) being situated next to each other.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,37.1916,137.017,Sora-gun,JP,3977619-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module having a specific back side covering material and a process for the production of said solar cell module,5800631,utility,1998-09-01,"A solar cell module which comprises a stacked body including a photovoltaic element interposed between a front side covering material and a back side covering material having a foamed material layer, wherein said foamed material layer is formed by foaming an unfoamed material during the formation of said stacked body. A building construction member having said solar cell module is also described.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8464,135.876,Tsuzuki-gun,JP,5102434-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar battery module and passive solar system using same,5849107,utility,1998-12-15,"A solar cell module in which the reduction in conversion efficiency is small, and a passive solar heating system using the solar cell module. The solar cell module has a solar cell covered with a filler. A back reinforcement member, the filler and a back insulating member larger than the solar cell are superposed on the non-light-receiving side of the solar cell. The back insulating member has openings corresponding to pierced portions of the solar cell module at which the solar cell module is affixed to a roof. A greater amount of clean energy is obtained with the system. The solar cell is used without any additional base to limit the reduction in the conversion efficiency of the solar cell.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5389159-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Photovoltaic device,5885725,utility,1999-03-23,A photovoltaic device comprises a metal with a smooth surface; a transparent conductive layer formed on the smooth surface; and a photoelectric conversion layer formed on the transparent conductive layer. The transparent conductive layer has an irregular surface at a side opposite to the smooth surface.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4395243-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Photovoltaic module,5981867,utility,1999-11-09,A photovoltaic device comprises a metal with a smooth surface; a transparent conductive layer formed on the smooth surface; and a photoelectric conversion layer formed on the transparent conductive layer. The transparent conductive layer has an irregular surface at a side opposite to the smooth surface.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4395243-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module having improved flexibility,5998729,utility,1999-12-07,"A solar cell module comprising a cell block sealed by a sealing resin, said cell block comprising a plurality of solar cells electrically connected with each other by an electrically conductive connection material, characterized in that a sliding material having a property of not bonding to said electrically conductive connection material but bonding to said sealing resin is interposed between said electrically conductive connection material and said sealing resin.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5998729-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module having a back face reinforcing member covered by a resin and a process for the production of said solar cell module,6008450,utility,1999-12-28,"A highly reliable molar cell module comprising a back face reinforcing metallic member, a photovoltaic element, a filler for encapsulating said photovoltaic element, and a surface protective film having a weatherability, wherein the end faces of said back face reinforcing metallic member and a partial area of the rear face of said back face reinforcing metallic member are covered by a resin. A process for the production of said solar module by way of thermocompression bonding process.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8464,135.876,Tsuzuki-gun,JP,4772968-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Heat collector with solar cell and passive solar apparatus,6018123,utility,2000-01-25,"A solar cell module is provided at the position of a heat collecting plate inside a heat collector, at the position of its window member or at the position of its bottom plate. With such constitution, a hybrid system can be achieved in which the hot air can be led into a house while maintaining the performance of solar cells making use of amorphous silicon semiconductors. In the case where solar cells are provided at the position of the heat collecting plate, a resin used as a filler has so high a thermal resistance that the heat conduction to the air may be insufficient to make it impossible to obtain hot air having a sufficiently high temperature. To solve this problem, the solar cell module is made to have a smaller thermal resistance on the non-light-receiving side than the thermal resistance on the light-receiving side.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.0116,135.768,Kyoto,JP,4378189-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and method for manufacturing the same,6025555,utility,2000-02-15,"In a solar cell module in which a solar cell element is mounted on a four-sided metal plate, two opposite sides of the metal plate are bent, and a reinforcement member is provided on at least one of the two remaining sides. Thus, a solar cell module which is easily manufactured, lightweight, and inexpensive can be provided. Furthermore, the solar cell module of the present invention has excellent structural strength.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.7609,135.786,Seika-cho,JP,3977619-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module,6034323,utility,2000-03-07,"The solar cell module of the present invention comprises a solar cell device sealed with a sealing material between a support member and a protective film, wherein at least one of the protective film and the sealing material covers the edge of the support member. The above structure can prevent the sealing material from peeling from the edge of the solar cell module. Also, it can prevent rust from occurring at the edge when the support member is a steel sheet. Further, it can prevent the peeling by a simpler step than in the case of use of the conventional protective member for prevention of peeling.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5102434-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Photovoltaic roofing element,6061977,utility,2000-05-16,A photovoltaic device comprises a metal with a smooth surface; a transparent conductive layer formed on the smooth surface; and a photoelectric conversion layer formed on the transparent conductive layer. The transparent conductive layer has an irregular surface at a side opposite to the smooth surface.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,35.3808,136.279,Nagahama,JP,4395243-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and solar cell integrated cladding assembly,6072115,utility,2000-06-06,"A jacket material of electrical conductive leads for electrically connecting solar cell modules to each other is comprised of a polyvinyl chloride type resin containing either one of a polyester type plasticizer, a phosphoric acid ester type plasticizer, a fatty acid ester type plasticizer, and an epoxy type plasticizer, whereby the solar cell modules have excellent performance stability with less deterioration of the electrical conductive leads even when the electrical conductive leads are kept in contact with a base member such as an organic waterproof sheet over a long period.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,4584548-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar-cell module and process for its production, building material and method for its laying, and electricity generation system",6075202,utility,2000-06-13,"A solar-cell module is provided which comprises a photovoltaic device sealed on a reinforcing sheet with a filler material, wherein the reinforcing sheet has unevenness formed by plastic deformation, on its surface at least on the side of the photovoltaic device and at least partly on the surface, and a space defined by the unevenness and the photovoltaic device is filled with the filler material. The solar-cell module is produced by a process comprising the steps of superposing at least a thermoplastic-resin sheet member and a photovoltaic device on a reinforcing sheet having unevenness on its surface, and heating the thermoplastic-resin sheet member, the photovoltaic device and the reinforcing sheet while removing air from a space between the reinforcing sheet and the thermoplastic-resin sheet member and a space between the thermoplastic resin sheet member and the photovoltaic device, to bring them into close contact to fix to each other. A solar-cell module can thereby be provided which has no trapped air portions that may be formed between the filler material and the reinforcing sheet when the photovoltaic device is sealed with the filler material and fixed onto the reinforcing sheet to produce the solar-cell module.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.7693,135.961,Soraku-gun,JP,3977619-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, production method thereof, and installation method of solar cell modules",6093581,utility,2000-07-25,"In order to prevent damage to a surface of a solar cell module during production and in order to increase productivity, a colored, light-transmissive adhesive film is stuck on the light-receiving surface side of the solar cell module.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5094697-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, solar cell array having the module, power generation apparatus using the array, and inspection method and construction method of the apparatus",6093884,utility,2000-07-25,"For facilitating work and improving durability of a grounding conductor without a need for preparation of a separate grounding conductor for grounding a solar cell array, a solar cell array is provided comprising a plurality of solar cell modules each comprising a solar cell element and an electroconductive outer portion, the plurality of solar cell modules being electrically connected by an electric wire, wherein the electric wire has a plurality of cores, at least one of the cores being connected to an electric connection portion for leading a power of the solar cell elements out and at least one of the cores being connected to a grounding portion.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5589006-5,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell array and solar power generation apparatus using it,6111188,utility,2000-08-29,"A solar cell array is constructed by connecting plural solar cell strings in parallel, and the solar cell array is arranged to have strings of two or more rated voltages. This arrangement permits the solar cell array to be designed so as to maximize the output capacity in an area where the solar cells can be installed. In addition, the arrangement has high degrees of freedom of design to enable to construct a preferred configuration in terms of the design. Further, the solar cell array can be provided in a device configuration of low cost. Also provided is an array constructing method to facilitate installation and wiring.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5654883-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Combination solar battery and roof member, and mounting method thereof",6128868,utility,2000-10-10,"A roof member includes a solar battery module in which a solar battery element is fixed on a backing, with two opposite sides of the backing of the solar battery module bent to form an eaves-side connecting portion and a ridge-side connecting portion, and wherein the ridge-side connecting portion is open on the front surface side of roof member, and electrical wiring is provided in the ridge-side connecting portion. A plurality of such roof members are horizontally connected with each other by a joint drip plate, and a joint cover and wires of the respective roof members are connected with each other in the ridge-side connection portion. The eaves-side connecting portion and the ridge-side connecting portion of the respective roof members are seam-jointed with each other, and wires of the respective roof members are connected with each other in the ridge-side connecting portion.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,4772968-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and reinforcing member for solar cell module,6133522,utility,2000-10-17,"For providing a solar cell module that has the structure with high reliability without peeling off of an adhesive and an encapsulating material from a reinforcing plate even in long-term outdoor exposure and that can be produced at low cost by reduction of material cost, the reinforcing member for solar cell module has organic resin layers on the both surfaces thereof and a thickness of the organic resin layer on one surface side is smaller than that of the organic resin layer on the other surface side.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5007288-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Horizontal-roofing and mounting method thereof,6155006,utility,2000-12-05,"A roof in which an upper-end engaging portion of a downstream roof panel is seam-jointed with a lower-end engaging portion of an upstream roof panel, wherein at least the lower-end engaging portion has flexural rigidity enough to disengage the seam joint.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5134487-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and method of manufacturing the same,6162986,utility,2000-12-19,"A solar cell module has a very agreeable appearance and can carry a large volume of information on the light receiving surface thereof. An information carrying body storing information (including, for example, the date, the process the rated values, the destination of shipment, I-V curve data and other data) for identifying the module is invisibly arranged on the light receiving surface side of the solar cell module (e.g., on the front surface sealing member or the front surface member of the photovoltaic elements).",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5582653-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, solar cell module string, solar cell system, and method for supervising said solar cell module or solar cell module string",6180868,utility,2001-01-30,A solar cell module or a solar cell module which is provided with a readable and writable memory medium capable of writing in a large quantity of information of said solar cell module and capable of reading out necessary information from said memory medium. A solar cell system comprising said solar cell module or said solar cell module string. A method for supervising said solar cell module or said solar cell module string.,org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,4882251-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Combination solar battery and roof unit and mounting method thereof,6182403,utility,2001-02-06,"A roof unit is constructed in such an arrangement that a plurality of combination solar battery and roof panels, each having flanges at two opposite sides, are placed adjacent to each other with clearance on a joining/fixing member, the adjacent combination solar battery and roof panels are fixed to the joining/fixing member in the clearance by a removable fixture, and a removable cap is placed in an upper part of the clearance. This arrangement simplifies the work at a work site, decreases the construction cost, and decreases work errors. In addition, measurement or replacement of each module can be made even after mounting, thus providing a practical vertical-roofing roof excellent in maintainability and also in wind endurance.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5134487-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar battery modules, installation method thereof, and solar power generator using such modules",6207889,utility,2001-03-27,"A solar battery module and its installation method are provided which are good in installation workability, which can shorten a cable, and can match various roof shapes. A distance between an output terminal and the end face of a solar battery module along a line between output terminals of adjacent solar modules is longer upon installation completion of the adjacent solar battery modules than during electrical connection of the adjacent solar battery modules.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5589006-5,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Method for manufacturing a solar cell module,6215060,utility,2001-04-10,"In order to ensure long-term reliability when a photovoltaic element is bent or curved to be deformed: (1) In a method for manufacturing a solar cell module having a photovoltaic element encapsulated with a resin on a support member, the step is adopted which forms a bent portion in the photovoltaic element and in the support member, wherein the formation of the bent portion is performed while reducing a working pressure in the normal direction to a surface of the photovoltaic element; and (2) In a solar cell module comprising a photovoltaic element comprising at least one photoactive semiconductor layer on a flexible substrate, at least a part of the flexible substrate is subjected to tensile deformation in the direction parallel to a surface of the substrate with a strain less than a critical strain to lower the fill factor of the photovoltaic element, whereby the photovoltaic element is deformed.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.853,135.78,Joyo,JP,5582653-5,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar-cell module, process for its production, method for its installation, and electricity generation system making use of solar-cell module",6218609,utility,2001-04-17,"A solar-cell module having a photovoltaic device, a reinforcing sheet for reinforcing the photovoltaic device and a covering material which seals the photovoltaic device on the reinforcing sheet is bent at a region between the border of the photovoltaic device and the outer edge of the reinforcing sheet, where the reinforcing sheet is covered with the covering material at the part extending from the border of the photovoltaic device up to the bent portion closest thereto, or the covering material is, at the margin thereof, made to have a thickness cross-sectionally smaller as it extends farther from the border of the photovoltaic device, provided that the reinforcing sheet is not covered at the outward margin thereof with the covering material. The covering material which covers the photovoltaic device of the solar-cell module is peel-resistant.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.7693,135.961,Soraku-gun,JP,3977619-4,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, production method thereof, and installation method of solar cell modules",6232544,utility,2001-05-15,"In order to prevent damage to a surface of a solar cell module during production and in order to increase productivity, a colored, light-stansmissive, adhesive film is stuck on the light-receiving surface side of the solar cell module.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,33.2504,132.674,Nara,JP,5094697-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, enclosure with solar cells, enclosure installation method, and solar cell system",6245987,utility,2001-06-12,"By providing a non-contact means and/or a non-contact space between electric connecting members and an underlaying material and/or a substrate material and/or a rear material, the temporal degradation of a solar cell module can be prevented which is caused by a contact between the electric connecting members for the module and the underlaying material and/or the substrate material and/or the rear material.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,5998729-1,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and a process for producing said solar cell module,6265242,utility,2001-07-24,"A process for producing a solar cell module comprising at least a photovoltaic element module is provided. The photovoltaic element module is formed by electrically connecting a plurality of photovoltaic elements with each other, after the individual photovoltaic elements are identified or classified into a plurality of groups which are different from each other in property and attribute. The photovoltaic element module is formed such that at least two kinds of photovoltaic elements having different property and attribute co-exist therein. A solar cell module having at least a photovoltaic element module comprising a plurality of photovoltaic elements electrically connected with each other is also provided; the plurality of photovoltaic elements comprises photovoltaic elements identified or classified into at least two kinds which are different in terms of property and attribute.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.853,135.78,Joyo,JP,5582653-5,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Roof member and mounting method thereof,6269596,utility,2001-08-07,"Roof members of the present invention are those fixed to the roof, each roof member being a combination solar cell and roof member having a solar cell element and a metal reinforcing member, wherein a metal member is provided below the combination solar cell and roof member or a metal member is provided along an adjacent portion between adjacent combination solar cell and roof members, wherein the metal member is electrically conductive to metal reinforcing members of plural combination solar cell and roof members and wherein the metal member is electrically grounded. Provided based on this structure are the roof members easy to install and excellent in the external view and electric safety.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,4772968-3,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and method for manufacturing same,6288324,utility,2001-09-11,"In order to ensure long-term reliability when a photovoltaic element is bent or curved to be deformed: PA1 (1) In a method for manufacturing a solar cell module having a photovoltaic element encapsulated with a resin on a support member, the step is adopted which forms a bent portion in the photovoltaic element and in the support member, wherein the formation of the bent portion is performed while reducing a working pressure in the normal direction to a surface of the photovoltaic element; and PA1 (2) In a solar cell module comprising a photovoltaic element comprising at least one photoactive semiconductor layer on a flexible substrate, at least a part of the flexible substrate is subjected to tensile deformation in the direction parallel to a surface of the substrate with a strain less than a critical strain to lower the fill factor of the photovoltaic element, whereby the photovoltaic element is deformed.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.853,135.78,Joyo,JP,5582653-5,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
"Solar cell module, production method and installation method therefor and photovoltaic power generation system",6291761,utility,2001-09-18,"A solar cell module comprises a front surface member disposed on a front surface side of a photovoltaic element having at least a semiconductor photoactive layer on a flexible substrate, a back surface member disposed on a back surface side of the photovoltaic element, and a sealing material interposed therebetween. The flexible substrate of the photovoltaic element has a plurality of substantially parallel surface grooves on a surface thereof at the semiconductor photoactive layer side of the flexible substrate. At least one portion of the solar cell module is processed to deform in such a direction that strain generated in a substantially parallel direction to the surface grooves is applied to the photovoltaic element. In this way, a solar cell module can be subjected to deformation-processing that prevents, to the extent possible, cracks in the semiconductor photoactive layer of the photovoltaic elements; in other words, deformation-processing can be achieved without influencing electrical characteristics. A method of producing such a solar cell module is also disclosed.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,4378189-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
Solar cell module and power generation apparatus,6294724,utility,2001-09-25,"There is disclosed a solar cell module comprising a solar cell element, a front surface member provided at the light receiving surface side of the solar cell element, and a back surface member provided at the back surface side of the solar cell element. The front surface member and the back surface member are adjoined in a releasable state. At least the front surface member and the solar cell element are in close contact or the front surface member is in close contact with a solid layer which is in close contact with the solar cell element. The solar cell element, the front surface member and the back surface member can be separated without leaving residue of any of the front surface member, the back surface member or the solid layer on the solar cell element. Thus, there is provided a solar cell module allowing for easy component separation and easy collection and classification, whereby recycling of each component, particularly of the solar cell element, is facilitated.",org_7fE5f5nnY6dbOc3vSaXb,JP,35.685,139.751,Tokyo,34.8145,135.768,Kyotanabe,JP,6066797-2,org_7fE5f5nnY6dbOc3vSaXb,Canon Kabushiki Kaisha,3.0,72891.0
