patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
Wind power station with wind concentrating structure,9657712,utility,2017-05-23,"A wind power station with wind concentrating structure includes a wind concentrating structure, which includes a multiple of floors and a hollow cylindrical central tower (28) running through the multiple of floors; a concentrated drive shaft assembly (2) is provided at a center point O of the central tower (28) being coaxial with a ground central axis (1) and running through each floor of the central tower (28); a impeller (3) is installed on the concentrated drive shaft assembly (2) in each floor of the central tower, the impeller is a vertical axis impeller or a horizontal axis impeller; two or more sub-buildings are radially provided from a original point which is a center O of the central tower (28), outer walls of the sub-buildings are connected with a outer wall of the central tower (28) to form a speed-increasing type windage with the floor (29), a ceiling cover (13) and a ceiling cover supporting truss (14).",,,,,,34.4333,118.617,Jiangsu,CN,9022896-1,,,,
Multisource renewable energy generation,9683539,utility,2017-06-20,"A multisource generator system and associated processes generate electricity using one or more of wind power, hydropower, mechanical power, and solar power. The power sources may be selectively attached and activated to generate the electricity. A rotor may be actuated in response to both the wind power and the hydropower. The mechanical power may further actuate the rotor.",,,,,,33.1581,-117.35,Carlsbad,US,9683539-1,,,,
"Wind turbine and air conditioning apparatus, method and system",9732967,utility,2017-08-15,"A system for using solar and wind energy for electricity generation and thermal regulation. The system may include a high altitude wind turbine, which may generate electric power and conduct cold to the ground and the rest of the system. The cold may be conducted to a crystallization tank, which may also include an input for heat, for example from solar energy. Cold and heat from the crystallization tank may then be stored or used to heat or cool one or more buildings. Generated electric power may be used in conjunction with or separately from the heating/cooling system.",,,,,,41.9,12.4833,Rome,IT,5960635-1,,,,
Power generation architecture using environmental fluid flow,9745960,utility,2017-08-29,"Architecture that harnesses energy from natural atmospheric wind and water currents and self-generated wind and water currents from moving vehicles and natural fluid flow found in nature for moving or stationary applications. The power generation system harnesses energy from natural atmospheric sources utilizing pneumatic and/or hydraulic turbines with compound nozzles, meteorological sensors, computer controlled harmonic resonance valves, a control system, and other components.",,,,,,41.1339,-81.4847,Cuyahoga Falls,US,9745960-1,,,,
Wind and solar powered heat trace with homeostatic control,9774198,utility,2017-09-26,"A homeostatic heat trace powered by wind and solar electrical generators for preventing freeze-up of equipment at remote sites. A heat trace system wherein solar power may be used as backup when wind velocities are too low or high. A heat trace with a UPS backup for preventing freeze-up of equipment at remote sites during power failure. A homeostatic control system for maximizing the utilization of energy stored in a bank of batteries. A programmable logic controller with a homeostatic control system for maintaining battery charge. A homeostatic heat trace system powered by wind and backed up by solar power to prevent freeze-up of equipment at remote sites, including oil and gas wells.",,,,,,35.4119,-99.4039,Elk City,US,9774198-1,,,,
Wind power station for rooftops,9777712,utility,2017-10-03,The invention relates to a device for converting wind energy into electrical energy. The device is comprised of four legs. One of the legs of the frame has an external recess for mounting on a roof ridge. The frame has a horizontally positioned rotor with a hub and at least two vanes and a generator functionally coupled to the rotor arranged in a central area of the opening formed by the frame. The axis of rotation of the rotor is perpendicular to a plane extending through the legs of the frame.,,,,,,52.4965,13.4137,Berlin,DE,4682278-1,,,,
Roof system with energy efficient features,9790687,utility,2017-10-17,"A roof system that includes a roof covering in the form of planting areas, a water storage, a wind turbine, a water turbine, a solar panel, and a water heater. The roof system includes a plurality of ceramic chambers each including a wind turbine and a recess for housing a planter area.",,,,,,36.2262,52.5319,Mazandaran,IR,9790687-1,,,,
Wind turbine having a plurality of airfoil rings and counter rotating generators,9803616,utility,2017-10-31,A wind turbine can include a first rotating ring and a second rotating ring. A first plurality of airfoils is pivotally secured between an interior rim and an exterior rim of the first rotating ring and disposed at a first angle of attack. A second plurality of airfoils is pivotally secured between an interior rim and an exterior rim of the second rotating ring and disposed at a second angle of attack. A generator is mounted between the first rotating ring and the second rotating ring and generates electricity in response to the first plurality of airfoils capturing the wind with the first angle of attack such that the first rotating ring rotates in a first direction and the second plurality of airfoils captures the wind with the second angle of attack such that the second rotating rings rotate in an opposite direction from the first rotating ring.,,,,,,44.7319,-93.2175,Apple Valley,US,9803616-1,,,,
Micro-wind turbine for the power and recharge of satellite home automation sensors,9812926,utility,2017-11-07,"Systems and methods are for generating electrical power using air moving through a duct of a forced air heating or air conditioning system within a building. In one embodiment, a wind turbine may be provided that is sized to be mounted within a duct and includes one or more blades coupled to a motor for converting kinetic energy from air moving the duct into electrical power. A device may be coupled to the motor for at least one of operating electrical components or sensors of the device and charging a battery of the device.",,,,,,33.7456,-117.867,Santa Ana,US,5223398-3,,,,
System and methodology for a wind turbine,9856858,utility,2018-01-02,"A wind turbine having discrete sets of magnets on the turbine support and the turbine rotor, creating repelling forces and spaces therebetween. The reduction of friction between the turbine rotor and the turbine support allows for an increase in energy production and scale of the wind turbines.",,,,,,31.4383,-110.09700000000001,Hereford,US,8513826-1,,,,
Combined solar and wind power generation,9859839,utility,2018-01-02,"An apparatus, system, and method are disclosed for power generation. A wind turbine is configured to drive an electrical generator. One or more solar panels are electrically coupled to the electrical generator to provide power from the electrical generator and/or the one or more solar panels. A base is configured for mounting the wind turbine to a structure. The wind turbine may be pivotally coupled to the base such that an angle of the wind turbine is adjustable relative to the structure.",,,,,,40.2969,-111.694,Orem,US,6667967-5,,,,
Apparatus and method for renewable energy system,9876464,utility,2018-01-23,"A renewable energy system comprising a solar panel that is adapted to be mounted on a structure and convert solar energy into electrical energy, a windmill that is adapted to be mounted on the structure and convert wind energy into electrical energy, a window turbine assembly that is adapted to convert wind energy into electrical energy, and a means for shutting down the renewable energy system that is adapted to automatically shut down the system in the event of an emergency. A method for a renewable energy system comprising providing a renewable energy system and converting renewable energy into electrical energy.",,,,,,40.65,-73.95,Brooklyn,US,9347689-1,,,,
System for producing fresh water and electricity using cold ocean water in combination with wind power,9878265,utility,2018-01-30,"A system for producing potable water and electrical power utilizing the difference in temperature between ambient air and deep, cold ocean water is disclosed. Cold water from depths of 2000 feet (610 meters) or more is pumped to a liquid/gas heat exchanger in the upper portion of a hollow cylinder. Ambient air currents are concentrated and diverted into the exchanger, becoming cooler and denser. Moisture condensing from the ambient air onto the cool surface of the heat exchanger is collected and channeled to storage or piped to shore. The air gains velocity before reaching a wind turbine near the bottom of the cylinder. This turbine is connected to a generator to extract the wind energy. This extracted energy is converted to electricity by the generator and sent to shore.",,,,,,29.7631,-95.3631,Houston,US,5040919-1,,,,
Vertical axis wind turbines,9909566,utility,2018-03-06,"A device comprising a vertical axis wind turbine comprising an arm, a housing coupled to the arm, a generator housed within the housing, and a blade extending along the housing vertically.",,,,,,29.3778,-95.1056,Santa Fe,US,8497592-1,,,,
Method of constructing a wind tower foundation,9937635,utility,2018-04-10,"A fatigue resistant gravity based spread footing under heavy multi-axial cyclical loading of a wind tower. The foundation having a central vertical pedestal, a substantially horizontal continuous bottom support slab, a plurality of radial reinforcing ribs extending radially outward from the pedestal. The pedestal, ribs and slab forming a continuous monolithic structure. The foundation having a three-dimensional network of post-tensioning elements that keep the structural elements under heavy multi-axial post compression with a specific eccentricity intended to reduce stress amplitudes and deflections and allows the foundation to have a desirable combination of high stiffness and superior fatigue resistance. The foundation design reduces the weight and volume of materials used, reduces cost, and improves heat dissipation conditions during construction by having a small ratio of concrete mass to surface area thus eliminating the risk of thermal cracking due to heat of hydration.",,,,,,45.2333,-93.2911,Andover,US,6470578-1,,,,
Windturbine and building having such a wind turbine,9951628,utility,2018-04-24,"Wind turbine (1) comprising a rotor (2) around a rotation shaft (3), having a plurality of blades (4) at a distance around the rotation shaft (3), in which the blades (4) can drive the rotor (2); a cavity (10) which extends between the ends (15) of the blades (4) closest to the rotation shaft (3); a plurality of vanes (5) around the rotor (2) for guiding wind to the blades (4), in which the vanes (5) extend from the ends (14) of the blades (4) furthest from the rotation shaft (3) to a second end (16) of the vanes (5). The vanes (5) and blades (4) merge into each other at the same curvature mathematically tangentially in a plane at right angles to the rotation shaft (3) and the curvature of the vanes (5) is described by a part of a logarithmic spiral.",,,,,,51.35,3.2667,Knokke-Heist,BE,9951628-1,,,,
Solar panel roof modules,9973143,utility,2018-05-15,"The invention comprises solar panel modules with a central air passage, which allows air to flow through the modules, potentially powering wind turbines. The modules can be used as roofing material, and can easily replace existing roofing material. Embodiments of the modules can interlock easily, for strength and compactness. Embodiments of the modules can include one solar panel, or two solar panels, one below the other, and each optimized for certain light wavelengths. Embodiments allow the modules to connect easily to the underlying wiring system of a building. The owner of the modules can sell power back to an electrical grid, if enough power is produced. Other variations of the invention include an array of such panels mounted upon a roof or other structure. LED lights, batteries, and insulation in a compact configuration can be part of the invention.",,,,,,34.2164,-119.037,Camarillo,US,9973143-1,,,,
Mastless wind turbine for power generation,9995275,utility,2018-06-12,"A mastless vertical axis wind turbine that comprises a plurality of sails that rotate about a vertical axis under the influence of wind. A platform is connected to and in tension with the plurality of sails at one or more points about the bottom of the plurality of the sails. Also, an external frame is connected to and in tension with the plurality of sails at one or more points about the top of the plurality of the sails. The external frame itself comprises a plurality of legs that converge above the plurality of sails at a central point about the vertical axis of rotation and extend beyond the path swept by the plurality of sails. A coupling mechanism connects one or more of the plurality of legs to the plurality of sails and allows the sails to rotate about the vertical axis of rotation while the legs remain stationary.",,,,,,32.7833,-96.8,Dallas,US,7453165-1,,,,
Vertical axis wind turbine,10024302,utility,2018-07-17,A vertical axis wind turbine formed from an arrangement of fixed stator blades to provide fluid flow acceleration into an arrangement of rotatable blades secured to a generator for invoking electrical power generation. The stator blades are maintained in position by use of a stator plate. Rotor blades are coupled to the generator. The amount of stator and rotor blades may be scaled in number and size depending upon the type of generator to be driven and associated mechanical energy to be obtained. The stator blades are designed for air deflection in a direction for optimal rotor blade rotation by accelerating air flow into a pre-swirl before the flow contacts the rotor blades. Each stator blade is oriented at a sufficient stagger angle so that an angle of the relative velocity does not exceed the stall angle of said rotor blade.,org_U7VSbt18JKG9ShwLg0AC,US,26.3583,-80.0833,Boca Raton,25.5783,-80.3377,Cutler Bay,US,D616805-1,org_U7VSbt18JKG9ShwLg0AC,"Vortexis Energy Solutions, Inc.",2.0,2.0
Vertical axis wind turbine,9284943,utility,2016-03-15,A vertical axis wind turbine formed from an arrangement of fixed stator blades to provide fluid flow acceleration into an arrangement of rotatable blades secured to a generator for invoking electrical power generation. The stator blades are maintained in position by use of a stator plate. Rotor blades are coupled to the generator. The amount of stator and rotor blades may be scaled in number and size depending upon the type of generator to be driven and associated mechanical energy to be obtained. The stator blades are designed for air deflection in a direction for optimal rotor blade rotation by accelerating air flow into a pre-swirl before the flow contacts the rotor blades. Each stator blade is oriented at a sufficient stagger angle so that an angle of the relative velocity does not exceed the stall angle of said rotor blade.,org_U7VSbt18JKG9ShwLg0AC,US,26.3583,-80.0833,Boca Raton,25.5783,-80.3377,Cutler Bay,US,D616805-1,org_U7VSbt18JKG9ShwLg0AC,"Vortexis Energy Solutions, Inc.",2.0,2.0
Operating a wind turbine being connected to a utility grid solely via a HVDC power connection with a network bridge controller performing a power and a voltage control,10063176,utility,2018-08-28,"A method for controlling the operation of a wind turbine is provided. The method includes (a) receiving an active power reference signal) and an active power feedback signal; (b) determining, based on the active power reference signal and the active power feedback signal, a first voltage control signal and a power controller frequency signal; (c) determining, based on the power controller frequency signal, a second voltage control signal; (d) determining, based on the frequency reference signal, a frequency controller frequency signal; (e) determining, based on the power controller frequency signal and the frequency controller frequency signal, an actual angle signal being indicative for an actual angle of a rotating dq reference frame; and (f) controlling the operation of a power converter of the wind turbine based on the first voltage control signal, the second voltage control signal, and the actual angle signal.",org_y5lwVcCBUb3bqSAIPTsQ,DE,51.5,10.5,,56.0333,-4.3667,Killearn,GB,7372174-2,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Wind turbine arrangement and method for aligning a wind turbine with the wind direction,8310073,utility,2012-11-13,"A method for aligning a wind turbine with the wind direction is provided. The method includes measuring at least one first pressure at a first side of the wind turbine's nacelle, determining the pressure difference between the measured first pressure and a second pressure, and rotating the nacelle in dependence to the determined pressure difference. A wind turbine arrangement including a nacelle, a yaw alignment controller, and a yaw drive is also provided.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,55.7084,9.5428,Vejle,DK,7059833-2,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Method and detection assembly for the detection of changes in a building structure of a wind turbine,8473234,utility,2013-06-25,"A method for detecting changes in a building structure of a first wind turbine is provided. A reference value representing the eigenfrequency of the first wind turbine is monitored over time, whereby substantial changes in the reference value are used as an indication of changes in the building structure. Further, a detection assembly for such detections is provided.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,55.2524,9.4893,Haderslev,DK,8473234-1,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
"Wind turbine, drive train assembly, wind turbine nacelle system, methods for converting rotational energy and methods for building a nacelle and for re-equipping a wind turbine",8648482,utility,2014-02-11,"A wind turbine with a drive train connecting a drive unit with a generator assembly is provided. The generator assembly includes a first generator with a first stator and a first rotor, the first rotor being directly connected to the drive train, and at least a second generator indirectly coupled to the drive train via a gear box. Further, a drive train assembly, a wind turbine nacelle system, a method for converting rotational energy into electrical energy, a method of building a nacelle and methods of re-equipping a wind turbine are provided.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.15,11.5833,Munich,55.9381,9.1218,Brande,DK,8648482-1,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
"Method for controlling a wind farm, wind farm controller, wind farm, computer-readable medium and program element",8901764,utility,2014-12-02,"A method is provided for controlling a wind farm connected to a grid. The wind farm includes a wind farm emergency generator and at least a first wind turbine. The first wind turbine includes a wind turbine transformer, a wind turbine converter and auxiliary equipment. The method includes detecting a lost grid connection, providing active power to the auxiliary equipment via the wind farm emergency generator, providing reactive power via the wind turbine converter.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.15,11.5833,Munich,56.2576,9.8632,Hammel,DK,8234015-1,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
"Transportation of wind turbine blades, in particular along curved roads",9199570,utility,2015-12-01,"A system for supporting a blade for a wind turbine, in particular a wind turbine blade having a curved portion is described. The system includes a first support arrangement with (a) a root support element adapted to support a root portion of the blade such that the root portion is rotatable about a longitudinal axis of the blade, and (b) a root elevation element adapted to adjust a vertical position of the root support element. Further, a transport vehicle for transporting a blade for a wind turbine is provided. The transport vehicle includes (a) a front platform, (b) a rear platform, and (c) a system as described above, wherein the first support arrangement is mounted at the front platform and the second support arrangement is mounted at the rear platform. Furthermore, a method of transporting a wind turbine blade having a curved portion is described.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,-31.3986,26.8127,Lem,ZA,9199570-1,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Wind turbine main bearing,9297363,utility,2016-03-29,"A wind turbine main bearing realized to bear a shaft of a wind turbine, which shaft is caused to rotate by a number of blades connected to the shaft is disclosed. The wind turbine main bearing includes a fluid bearing with a plurality of bearing pads arranged about the shaft. Also disclosed is a wind turbine with a number of blades connected to a shaft and realized to rotate the shaft, which wind turbine includes as main bearing a wind turbine main bearing. Further described is a method of performing maintenance on a wind turbine, including the steps of halting a rotation of the shaft, operating a lifting arrangement to raise the shaft, and removing a bearing pad of the wind turbine main bearing from the bearing housing of the wind turbine main bearing.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,56.1333,8.9833,Herning,DK,9297363-1,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Inertial response function for grids with high turbine penetration,9570916,utility,2017-02-14,"A method for compensating at least partially a frequency deviation in a grid is provided in which a grid frequency is determined and the grid frequency is applied to a grid frequency criterion. If the grid frequency meets the grid frequency criterion, a determination is made as to a set of wind turbines from a wind turbine power plant fleet based on the grid frequency criterion, and a command for a transient frequency response is transmitted to the set of wind turbines.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.15,11.5833,Munich,47.5303,-122.031,Issaquah,US,4097788-2,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Flow deflection device of a wind turbine,9995270,utility,2018-06-12,"A rotor blade of a wind turbine is provided, wherein the rotor blade has a flow deflection device for influencing an airflow flowing from the leading edge section of the rotor blade to the trailing edge section of the rotor blade. The flow deflection device passively changes its configuration depending on the bending of the rotor blade. Furthermore, the airflow is influenced such that load on the rotor blade is reduced. Furthermore, a method to reduce load on a rotor blade of a wind turbine is provided.",org_y5lwVcCBUb3bqSAIPTsQ,DE,48.15,11.5833,Munich,55.7084,9.5428,Vejle,DK,7059833-2,org_y5lwVcCBUb3bqSAIPTsQ,Siemens Aktiengesellschaft,3.0,28762.0
Wind turbine,10082129,utility,2018-09-25,"The present invention relates to a method for mounting a rear edge ridge onto a rotor blade of a wind turbine, wherein the rotor blade has a pressure and a suction side and an essentially straight trailing edge. A tongue section projecting to the rear is provided at the trailing edge to form a step each to the pressure side and to the suction side in the area of the tongue section. The rear edge ridge or part thereof is then fitted onto the tongue section, so that it is flush with the suction side or pressure side, respectively, in the area of the step.",org_a23WAnDYdx9rqr5z6hae,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,48.1518,11.5707,MÃÂÃÂ¼nchen,DE,8162607-3,org_a23WAnDYdx9rqr5z6hae,Wobben Properties GmbH,3.0,133.0
Method and device for erecting a tower for a wind energy plant,9534416,utility,2017-01-03,"The present invention concerns a lifting apparatus, in particular a cross lifting beam, for lifting a first pylon segment of a concrete pylon of a wind power installation by means of a crane, including at least one fixing means for fixing the pylon segment to the lifting apparatus, and at least one release apparatus for releasing a connection between the lifting apparatus and the pylon segment.",org_a23WAnDYdx9rqr5z6hae,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,53.5167,7.2833,Upgant-Schott,DE,9534416-1,org_a23WAnDYdx9rqr5z6hae,Wobben Properties GmbH,3.0,133.0
Wind turbine rotor blade and method for installing a wind turbine rotor blade,9759074,utility,2017-09-12,"There is provided a wind power installation rotor blade having a rotor blade root, a rotor blade tip, a rotor blade leading edge, a rotor blade trailing edge, a pressure side and a suction side. The rotor blade further has a rotor blade outer casing with at least one opening in the pressure and/or suction side for receiving handling means for fitting or removing the rotor blade. The rotor blade also has at least one fixing unit for fixing the handling means which are introduced through the at least one opening. The fixing unit is arranged in the interior of the rotor blade outer casing between the pressure side and the suction side.",org_a23WAnDYdx9rqr5z6hae,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,53.3638,7.2108,Emden,DE,D738824-1,org_a23WAnDYdx9rqr5z6hae,Wobben Properties GmbH,3.0,133.0
Rotor blade for a wind power plant,9759185,utility,2017-09-12,"The invention concerns a rotor blade of a wind power installation, comprising a rotor blade root (4) for attachment of the rotor blade to a rotor hub and a rotor blade tip arranged at a side remote from the rotor blade root, as well as a wind power installation having such rotor blades. In that arrangement a relative profile thickness which is defined as the ratio of profile thickness to profile depth has a local maximum in a central region between rotor blade root and rotor blade tip.",org_a23WAnDYdx9rqr5z6hae,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,53.4839,7.3624,Sudbrookmerland,DE,D580844-3,org_a23WAnDYdx9rqr5z6hae,Wobben Properties GmbH,3.0,133.0
Device for handling a wind turbine rotor blade,9945351,utility,2018-04-17,"There is provided an apparatus for rotating and/or displacing a rotor blade of a wind power installation. The apparatus has at least one main body for at least partially embracing the rotor blade with a longitudinal, at least one contact portion for bearing against the rotor blade and at least one main frame for receiving the main body for rotation of the main body about the longitudinal axis and/or for displacement of the main body. The main body has at least one pivotably mounted pivotal portion for engagement at at least one side of the rotor blade.",org_a23WAnDYdx9rqr5z6hae,DE,48.1518,11.5707,MÃÂÃÂ¼nchen,48.1518,11.5707,MÃÂÃÂ¼nchen,DE,9945351-1,org_a23WAnDYdx9rqr5z6hae,Wobben Properties GmbH,3.0,133.0
Flow optimiser,10095245,utility,2018-10-09,"A roof 201 has an apex 200. A wind turbine 202 is positioned above the apex 200. Air flows through the gap 204 between the apex 200 and the turbine 202. A flow optimizer 203 diverts a section of airflow close to the apex 200 into the region 205, downstream of the apex. This section of diverted airflow is turned away from the local airflow direction towards the surface of the roof 201, downstream of the apex. This reduces the boundary layer separation and turbulence downstream of the apex 200, which reduces energy loss associated with sub-optimal static pressure recovery downstream of the apex 200, and thus increases the discharge coefficient of the system.",org_LZtmA0J9dGXpylGOuxDE,GB,55.2083,-2.0784,Surrey,53.65,-0.6833,Burton upon Stather,GB,10095245-1,org_LZtmA0J9dGXpylGOuxDE,Revoluter Limited,3.0,2.0
Wind turbine for facilitating laminar flow,10100809,utility,2018-10-16,"Vertical axis wind turbines are provided having foil design and geometry that facilitates lift, torque and laminar flow along a 360 degree radial. Contemplated foils are non-planar, and have a chord length that is at least three times greater than a distance between a trailing end of a leading foil, and a leading end of a trailing foil. Additionally or alternatively, the foils are located away from a turbine axis at a distance that is about 2.9-3.5 times greater than a chord length of the foils. In some embodiments, the foils are circumferentially distributed via one or more laminar stall vanes.",org_dtbcdQ99tIMAqqw3PYC3,US,34.1458,-118.805,Westlake Village,47.6064,-122.331,Seattle,US,10033314-1,org_dtbcdQ99tIMAqqw3PYC3,MAGNELAN TECHNOLOGIES INC.,2.0,2.0
Estimating and controlling loading experienced in a structure,10119521,utility,2018-11-06,"A method of estimating an amount of undesired loading experienced by at least a portion of a structure (100) is provided. The structure (100) may be, for example, a wind turbine generator (WTG) and the portion for which undesired loading is estimated may be, for example, a rotor (130) of the WTG. The method includes receiving a first signal characterizing instantaneous stress experienced by a component (140) of the structure (100) and filtering out at least a portion of the received first signal that corresponds to the desired loading experienced by the component to produce a first filtered signal. The amount of undesired loading experienced by the at least a portion of the structure (100) is estimated based at least partially on the first filtered signal.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,56.3285,10.0485,Hadsten,DK,6693405-2,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Anti-oscillation apparatus and technique for securing wind turbine blades against oscillations,10337540,utility,2019-07-02,"The invention relates to a wind turbine blade oscillation preventer comprising an aperture and a sleeve and having a peripheral extent and a longitudinal extent, the preventer being configured for removable application over a wind turbine blade and configured to extend longitudinally thereover and peripherally thereabout; the preventer having a non-aerodynamic exterior surface which exhibits a rough surface capable of disrupting smooth or laminar airflow over a substantial portion of the longitudinal and peripheral extent of the sleeve when the preventer is in place on a wind turbine blade. The preventer further comprises a smooth interior surface extending along a substantial portion of the longitudinal extent of the sleeve. The invention also relates to a method of application of a blade oscillation preventer over wind turbine blades which comprise serrations at a trailing edge thereof.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,50.7333,-1.65,New Milton,GB,9895849-2,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Wind turbine,10400749,utility,2019-09-03,A wind turbine comprising: a rotor having a plurality of blades; and a controller. The controller is arranged to independently control each of the plurality of blades and/or one or more components of each blade in order to increase a driving moment of each blade independently of other of the blades when speed of wind acting on the wind turbine is below rated. The controller is also additionally or alternatively arranged to independently control each of the plurality of blades and/or one or more components of each blade independently of other of the blades when wind force acting on the blades is above cut-out in order to reduce a mechanical load experienced by at least a part of the wind turbine.,org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,51.2833,-0.3167,Leatherhead,GB,8907511-2,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Test rig for testing blades for a wind turbine,8650970,utility,2014-02-18,"A test rig for testing blades for a wind turbine includes a fixing structure where a root end of a wind turbine blade can be fixed, a loading mass structure extending from the fixing structure, and an actuation structure which can apply a sinusoidal force to the loading mass structure so that a counterbalanced resonance is established between the loading mass structure and a blade which is fixed in the fixing structure. Due to the counterbalanced resonance, the force from the test rig onto the floor or other building components can be reduced relative to that known from the traditional rigs for blade testing.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,51.0278,-1.5761,Lockerley,GB,8393216-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Wind turbine including optical sensor system,8885168,utility,2014-11-11,A wind turbine includes an optical sensor system comprising one or more optical sensors comprising: a sensor membrane; a light source for illuminating a surface of the sensor membrane; an optical dispersive element arranged to disperse the light from the light source; and a light detector for receiving a portion of the dispersed light beam after reflection from the surface of the sensor membrane and dispersion of the light beam by the optical dispersive element. The wavelength of the light received at the light detector varies as a function of the displacement of the sensor membrane and the light detector operatively provides an output based on changes in the wavelength of the received light. The wind turbine is operable based on an input to a wind turbine control system received from the optical sensor system.,org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,56.4607,10.0364,Randers,DK,8120759-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Wind turbine blade,9039372,utility,2015-05-26,"The invention relates to a wind turbine blade with at least one control surface and an actuator inside the main body of the wind turbine blade for moving the control surface, wherein the actuator comprises a fluidic muscle, a controller and a pump, and wherein the fluidic muscle is adapted to change in length and width when the pressure of the fluid within the fluidic muscle is varied.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,50.9095,-1.4104,Southampton,GB,7198471-3,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Apparatus for transferring data between bodies undergoing rotation,9143842,utility,2015-09-22,"An apparatus for transferring data between bodies undergoing rotation is provided. The bodies in question may be wind turbine components such as a turbine drive shaft and a stationary part of the turbine, such as nacelle gearbox. A data or control signal can therefore be transmitted between a rotating member, such as a turbine blade, and equipment in the nacelle. The apparatus comprises two members that are placed adjacent and opposing one another, and on the opposing surface of which a number of electrical paths are provided. The closed electrical paths do not enclose the rotational axis. At least one of the loops is energized with a carrier high frequency oscillating signal to create a flux that threads the loop on the opposing member. Modulation of the carrier frequency allows signals to be transmitted between the members.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,56.4607,10.0364,Randers,DK,8120759-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
Anti-oscillation apparatus and technique for securing wind turbine blades against oscillations,9316202,utility,2016-04-19,"The invention relates to a method of operating a wind turbine (1) to guard against oscillations of the wind turbine blades (5) when they are at a standstill or idling at low speeds, and to a wind turbine blade anti-oscillation apparatus (10). The apparatus comprises a releasably attachable blade cover (10) that provides a non-aerodynamic surface for a region of the blade. This has been found to prevent air flow adhering to the blade and periodically detaching in a phenomenon known as vortex shedding, and therefore prevents oscillations of the blade becoming problematic. The blade cover can comprise a sleeve (10) of a net-like material, that can be positioned on the blade either before installation or in the field by service engineers using guide lines 16 and 17.",org_8H0EbyEvvay4ELxlC8ni,DK,56.1999,10.166,Aarhus N.,56.0881,8.2576,RingkÃÂÃÂ¸bing,DK,7521105-1,org_8H0EbyEvvay4ELxlC8ni,Vestas Wind Systems A/S,3.0,730.0
